run_name,num_loc,algorithm,train_seed,epoch,val_cost,val_reward
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,24,6.242087364196777,-6.242087364196777
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,25,6.23834228515625,-6.23834228515625
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,26,6.2322797775268555,-6.2322797775268555
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,27,6.226322174072266,-6.226322174072266
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,28,6.220413684844971,-6.220413684844971
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,29,6.228102684020996,-6.228102684020996
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,30,6.211423873901367,-6.211423873901367
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,31,6.209864616394043,-6.209864616394043
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,32,6.202909469604492,-6.202909469604492
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,33,6.201208591461182,-6.201208591461182
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,34,6.195320129394531,-6.195320129394531
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,35,6.197422981262207,-6.197422981262207
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,36,6.183588981628418,-6.183588981628418
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,37,6.181971073150635,-6.181971073150635
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,38,6.179485321044922,-6.179485321044922
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,39,6.176968097686768,-6.176968097686768
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,40,6.171077251434326,-6.171077251434326
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,41,6.171952247619629,-6.171952247619629
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,42,6.163854122161865,-6.163854122161865
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,43,6.163095474243164,-6.163095474243164
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,44,6.164844036102295,-6.164844036102295
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,45,6.156336307525635,-6.156336307525635
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,46,6.153894901275635,-6.153894901275635
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,47,6.152407169342041,-6.152407169342041
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,48,6.152482986450195,-6.152482986450195
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,49,6.146182537078857,-6.146182537078857
